ArchetypeName, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW, YmapFile
prop_joshua_tree_01c, 236.481369, -1699.991, 28.2374115, 0, 0, 0.642788053, 0.7660441, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_23_long_0.ymap
prop_joshua_tree_01c, 169.397369, -1658.47546, 28.3109779, 0, 0, 0.9963421, 0.08545401, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_23_long_0.ymap
prop_joshua_tree_01c, 142.056015, -1677.19507, 28.4959221, 0, 0, 0.992266238, -0.124128029, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_23_long_0.ymap
prop_plant_palm_01b, 156.368881, -1630.479, 28.4026871, 0, 0, -0.424354136, 0.9054963, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_23_strm_0.ymap
prop_plant_palm_01b, 145.579773, -1636.43872, 28.3710785, 0, 0, 0.7071068, -0.707106769, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_23_strm_0.ymap
prop_plant_palm_01b, 169.107651, -1623.07861, 28.2842216, 0, 0, -0.424354136, 0.9054963, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_23_strm_0.ymap
prop_joshua_tree_01c, 509.894348, -1797.22314, 27.4552155, 0, 0, 0.38268292, 0.923879743, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_30_long_0.ymap
prop_joshua_tree_01c, 508.776062, -1796.49072, 27.4552155, 0, 0, -0.382683754, 0.923879445, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_30_long_0.ymap
prop_joshua_tree_01c, 560.116333, -1735.65576, 28.3670731, 0, 0, 0.537299633, 0.8433914, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_30_long_0.ymap
prop_joshua_tree_01c, 562.463745, -1736.68933, 28.3670731, 0, 0, 0.983008742, -0.183558956, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_30_long_0.ymap
prop_tree_eng_oak_01, -263.746338, -1395.29883, 30.2831821, 0, 0, 0.967046, 0.254602, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -98.84131, -1661.5874, 29.2637043, 0, 0, 0.9019004, 0.431944251, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -60.7354736, -1607.814, 29.64136, 0.03556799, 0.07956799, 0.9094659, -0.40654093, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -89.85736, -1605.47827, 31.0095673, -0.10593497, -0.0762559846, -0.4306929, 0.8930098, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -124.862427, -1660.57129, 32.29843, 0, 0, 0.9700126, -0.24305515, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -18.3250732, -1566.72, 28.3011951, 0.008300998, -0.0268879924, 0.9651206, 0.260288954, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -51.40747, -1557.485, 29.2888317, -0.06192098, 0.0428179838, 0.475246847, 0.876625836, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_04, 15.1206675, -1484.33594, 29.3329029, 0, 0, 0.972707, -0.232037008, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_04, 19.3171082, -1517.94507, 28.2662449, 0, 0, -0.408060074, 0.9129551, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_04, -0.426147, -1502.032, 28.88334, 0, 0, -0.5373001, 0.8433911, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, 6.777039, -1476.16846, 29.5105762, 0, 0, 0.9537169, 0.300705969, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -32.112854, -1493.98633, 30.3939533, 0, 0, 0.9099832, -0.414645076, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_04, -60.1376953, -1480.96924, 30.97944, 0, 0, 0.7560717, 0.654488742, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -41.23346, -1423.72559, 30.6814518, 0, 0, 0.748060048, -0.6636311, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -75.59888, -1434.88843, 30.54538, 0.0548020154, 0.0205360036, -0.6211871, 0.781474054, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -73.34369, -1434.94043, 30.980341, 0.03764999, -0.009215997, -0.237594917, 0.970590651, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, 26.4647522, -1427.75391, 29.49734, 0, 0, 0.8298455, -0.557993352, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -20.333313, -1447.85669, 29.7514362, 0, 0, 0.728371, 0.685183, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -198.733154, -1498.793, 30.79455, 0, 0, -0.38268292, 0.923879743, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -187.797485, -1503.752, 31.180582, 0, 0, 0.997959256, -0.06385402, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -174.945068, -1538.14063, 33.7206039, 0.07596798, -0.03582699, 0.9433638, 0.3209519, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -175.345642, -1537.93555, 33.7206039, 4.30000837E-05, 0.0469500124, 0.0561600141, 0.9973173, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -181.755249, -1576.32007, 34.48748, -0.0960570052, -0.020612, -0.087582, 0.991300941, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -181.600525, -1576.14893, 34.48748, 0.08049702, -0.0386300161, 0.981265366, 0.170723066, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -163.34906, -1555.78162, 33.9555168, 0.0496449769, -0.0196409933, 0.928545654, -0.3673589, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -178.3667, -1542.55762, 33.81513, 0, 0, 0.91665554, -0.39967823, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -218.600586, -1663.9375, 34.197403, 0, 0, 0.7764105, -0.6302276, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -199.870544, -1682.13574, 33.4625854, 0.126965016, 0.050214, 0.964394, 0.226501018, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -262.541382, -1591.53052, 30.9612446, 0, 0, -0.38268292, 0.923879743, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -307.652466, -1619.94678, 30.9655018, 0, 0, -0.5443763, 0.8388412, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -322.00592, -1639.75708, 30.9676, 0, 0, -0.38268292, 0.923879743, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -309.334351, -1614.33618, 31.2975559, 0.0595560074, 0.070762, 0.8857051, 0.454942048, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -328.743042, -1653.46826, 22.6036243, -0.0174079947, -0.056442976, 0.995804667, -0.06988798, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -227.968628, -1504.05127, 32.0201645, -0.08865504, -0.107031047, -0.106496044, 0.9845523, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -253.922485, -1489.398, 31.0020084, -0.06376799, 0.0610309877, 0.71962595, 0.6887289, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -264.944031, -1529.74609, 31.2975559, 0.0595560074, 0.070762, 0.8857051, 0.454942048, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -247.746643, -1632.49341, 32.755806, -0.06376799, 0.0610309877, 0.71962595, 0.6887289, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -329.356323, -1505.25366, 28.7720356, -0.16767107, 0.0202350114, 0.388525218, 0.9058284, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -240.006348, -1355.98389, 30.8161716, -0.0061160014, -0.0470760129, -0.0304870065, 0.998407245, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_rus_olive, -365.763672, -1160.13892, 18.3376484, 0, 0, -0.171196, 0.985237, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_rus_olive, -363.354248, -1256.96167, 23.950037, 0.0580710173, 0.211258054, -0.258185059, 0.940924168, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_rus_olive, -357.273315, -1360.08813, 29.9348621, 0, 0, -0.171196, 0.985237, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_lficus_05, -240.780823, -1152.87988, 22.0948277, 0, 0, -0.171196, 0.985237, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, -78.1812744, -1161.49365, 25.89441, 0.0261130072, -0.04019201, 0.0230660066, 0.99858433, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, 0.773132, -1157.05151, 27.54886, -0.0246229973, 0.096021, 0.994399, -0.036667, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, 20.5731812, -1269.74756, 28.17805, -0.03810901, -0.0290680081, 0.99748224, 0.05227001, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_lficus_05, -292.08728, -1379.3302, 30.2146435, 0, 0, -0.562785149, 0.8266032, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_palm_huge_01b, -27.4343262, -1800.54468, 24.03147, 0.011432997, -0.0212379918, -0.0113379983, 0.999644756, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_palm_huge_01b, -10.1094971, -1801.68921, 24.8617077, 0.0187400058, 0.0440750122, -0.4251111, 0.9038732, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_bush_lrg_04b, 1.198914, -1800.845, 25.51208, 0.07946302, 0.066876024, -0.133548051, 0.985585153, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, 48.48053, -1916.51807, 20.6730671, 0, 0, 0.8938607, 0.4483449, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, 39.67688, -1832.35449, 22.8586826, 0, 0, -0.4371571, 0.899385154, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_maple_02, -25.9182129, -1878.7998, 23.4465733, 0, 0, 0.5547333, 0.83202827, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -51.7793579, -1772.43774, 28.4173679, 0, 0, -0.4371571, 0.899385154, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, 8.029724, -1878.72583, 22.365427, 0, 0, 0.414891034, 0.9098711, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_04, -138.40979, -1707.32983, 29.4019032, 0.00516699627, -0.047797963, 0.8412134, 0.538561642, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -224.025513, -1687.08179, 33.1722336, 0.107059, -0.0252389964, 0.802091, -0.586985, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_birch_03b, -224.22821, -1687.08179, 33.1727142, -0.07776798, 0.0989689752, -0.286700934, 0.9497157, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_eng_oak_01, -275.972656, -1680.13184, 30.9676, 0, 0, 0.9575754, -0.288183123, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_0.ymap
prop_tree_lficus_05, 234.361, -1147.311, 28.2448978, 0, 0, -0.171196, 0.985237, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_06, 246.798157, -1143.77441, 27.3353519, 0, 0, 0.0436190143, 0.999048233, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 348.459381, -1145.19189, 28.2742252, 0, 0, 0.6446934, 0.7644413, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 280.249237, -1144.80591, 28.2079258, 0, 0, -0.17364794, 0.9848078, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 291.662567, -1144.63818, 28.2647877, 0, 0, -0.171196, 0.985237, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 394.430756, -1145.71289, 27.7020283, 0, 0, 0.9999969, -0.00248999987, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 428.03, -1145.81934, 27.7020283, 0, 0, -0.171196, 0.985237, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 488.323578, -1146.76807, 27.7247334, 0, 0, 0.278615922, 0.9604026, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_06, 413.221375, -1146.34814, 27.3353519, 0, 0, 0.9762959, -0.216439977, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_lficus_05, 363.609375, -1145.24023, 28.2079258, 0, 0, 1, 0, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_bush_lrg_04b, 385.656342, -1246.55859, 31.9207935, 0, 0, 0.996404, -0.08472999, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_bush_lrg_04b, 411.215057, -1245.64075, 32.6024437, -0.02805399, -0.07622396, 0.2419639, 0.9668797, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 98.00055, -1689.69824, 25.93387, 0.004801998, -0.002527999, 0.93367666, 0.3580759, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 110.141449, -1650.15234, 26.2541218, 0, 0, -0.248862013, 0.96853894, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 167.444427, -1617.28662, 27.998106, -0.004864, 0.0170330014, 0.921149, 0.388807, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_bush_lrg_04b, 576.7162, -1673.56738, 27.592905, 0.0152709894, 0.0957009345, 0.933697462, -0.3446988, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_bush_lrg_04b, 239.804443, -1655.249, 29.2691975, 0, 0, 0.9769311, 0.213555023, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_birch_03b, 345.34668, -1598.57959, 28.92631, 0, -3.000002E-06, -0.6112054, 0.791472137, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_birch_03b, 317.624756, -1542.802, 28.3879261, 0.0502699874, 0.03458999, 0.9828908, 0.173787951, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_tree_birch_03b, 315.066833, -1545.15063, 28.44288, 0.03331201, -0.0389830135, 0.9055733, -0.421079159, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_bush_lrg_04b, 256.335419, -1618.94263, 27.5998631, 0.0567870438, 0.0451020338, 0.6202944, 0.781009555, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_bush_lrg_04b, 227.5774, -1597.4436, 28.9490452, 0.03506901, 0.0495680235, 0.9336144, 0.3530971, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 295.140167, -1649.99023, 25.4499912, 8.59999855E-05, 0.0297819935, -0.333278924, 0.9423578, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 308.4932, -1664.57471, 25.66926, 0.0172840059, 0.0236430075, 0.8069303, 0.5899202, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 301.077057, -1660.65479, 25.4499912, -0.005091998, -0.02276099, -0.3856278, 0.9223596, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 325.715973, -1679.51807, 26.0917149, 0.03549801, -0.008201002, 0.99699223, 0.0684050247, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
prop_palm_huge_01b, 317.731049, -1671.53516, 25.66926, 0.033705987, 0.0417529829, 0.3944328, 0.9173567, update\update.rpf\dlc_patch\mplowrider\x64\levels\gta5\_citye\scentral_01\scentral_metadata.rpf\lr_sc1_rd_critical_1.ymap
